SKELID	TILUDRONATE
NORPLANT	LEVONORGESTREL
DICHLOROMEZANONE	CHLORMEZANONE
TARODYL	GLYCOPYRROLATE
ELDISINE	VINDESINE
TARODYN	GLYCOPYRROLATE
HALOFANTRINE [USAN]	HALOFANTRINE
REGITIN METHANESULPHONATE	PHENTOLAMINE
LUSTRAL	SERTRALINE
ZENTIUS	CITALOPRAM
HYDROXYZIN	HYDROXYZINE
PENTREXYL	AMPICILLIN
DALSAN	CITALOPRAM
ALOPRESIN	CAPTOPRIL
AMFEPRAMONE HCL	DIETHYLPROPION
FENDON	ACETAMINOPHEN
METI-DERM	PREDNISOLONE
TRANCOPAL	CHLORMEZANONE
SEPTIPULMON	SULFAPYRIDINE
AMETHOPTERIN	METHOTREXATE
ISACTID	CORTICOTROPIN
DELEPSINE	VALPROIC ACID
BUPIVAN	BUPIVACAINE
ISONICOTIL	ISONIAZID
SALICYLIC ACID SOAP	SALICYCLIC ACID
OXIBUPROCAINUM	OXYBUPROCAINE
HEPIN	AMINOCAPROIC ACID
KCL	POTASSIUM CHLORIDE
MYTRATE	EPINEPHRINE
ROMERGAN	PROMETHAZINE
PREGNYL	CHORIOGONADOTROPIN ALFA
NORMIFLO	ARDEPARIN
HEXIDE	HEXACHLOROPHENE
CORONTIN	PRENYLAMINE
PARIET	RABEPRAZOLE
NESACAINE	PROCAINE
INOPSIN	DROPERIDOL
SPECTINOMICINA [ITALIAN]	SPECTINOMYCIN
L-(+)-CYSTEINE	L-CYSTEINE
DIPHENYLPYRALINE	DIPHENYLPYRALINE
IQUIX	LEVOFLOXACIN
NG	NITROGLYCERIN
ZINADON	ISONIAZID
NOVOTHYROX	LEVOTHYROXINE
FENOXIMETILPENICILINA [INN-SPANISH]	PENICILLIN V
NISOCOR	NISOLDIPINE
DIMETHYLP	DIMETHINDENE
PROGESTOGEL	PROGESTERONE
VOLTAREN RAPIDE	DICLOFENAC
CHLOROTRIANIZEN	CHLOROTRIANISENE
KETOPRON	KETOPROFEN
NOVO-TRIOLAM	TRIAZOLAM
BROWN ACETATE OF LIME	CALCIUM ACETATE
RHOVANE	ZOPICLONE
TRICHOFURON	FURAZOLIDONE
AZT	AZTREONAM
MILDMEN	CHLORDIAZEPOXIDE
HALOPROGIN	HALOPROGIN
PARASALICIL	AMINOSALICYLIC ACID
ABACAVIR	ABACAVIR
CLANDILON	CYCLANDELATE
TALISMOL	THALIDOMIDE
TRICHLORMETHIAZIDE W/ RESERPINE	TRICHLORMETHIAZIDE
NEUTROMAX	FILGRASTIM
INJECTAPAP	ACETAMINOPHEN
CARTRIC	RESCINNAMINE
SULFINYLBIS-METHANE	DIMETHYL SULFOXIDE
TRALANTA	MEPENZOLATE
CEFSPAN	CEFIXIME
FLOGITOLO	OXYPHENBUTAZONE
MEPRONIL	MEPROBAMATE
CHOLESTYRAMINE	CHOLESTYRAMINE
FLUOXYMESTERONUM [INN-LATIN]	FLUOXYMESTERONE
AMIDOTRIZOATE	DIATRIZOATE
PYRIMETHAMINE	PYRIMETHAMINE
BOSUTINIB	BOSUTINIB
IMIGLUCERASE	IMIGLUCERASE
DOBUTAMINUM [INN-LATIN]	DOBUTAMINE
AZILECT	RASAGILINE
VITEDYN-SLO	IRON
PROPRANOLOL HCL	PROPRANOLOL
-BENZENE HEXACHLORIDE	LINDANE
MONOCORD 40	ISOSORBIDE MONONITRATE
PREVEX HC	HYDROCORTISONE
MEDOFLOXINE	OFLOXACIN
RESTENYL	MEPROBAMATE
TIMACAR	TIMOLOL
FELDENE	PIROXICAM
DYPYRIDAMOL	DIPYRIDAMOLE
LUSIL	SULFANILAMIDE
FLUSPIRILENUM [INN-LATIN]	FLUSPIRILENE
RECINNAMINE	RESCINNAMINE
AZUTRANQUIL	OXAZEPAM
FULSIX	FUROSEMIDE
MALARONE PEDIATRIC	ATOVAQUONE
SURQUETIL	METHOCARBAMOL
CEE-VITE	VITAMIN C
ACTEMRA	TOCILIZUMAB
MIANSERINE	MIANSERIN
MEXATE	METHOTREXATE
HARRICAL	ISOSORBIDE DINITRATE
TRI-NORINYL	NORETHINDRONE
METYRAPONE	METYRAPONE
PRIDESIA	CISAPRIDE
ENKELFEL	PHENYTOIN
ORAGEST	MEDROXYPROGESTERONE
LEA29Y	BELATACEPT
OFLODAL	OFLOXACIN
METHADONE	METHADONE
GEMIFLOXACIN MESYLATE	GEMIFLOXACIN
MINOXIDIL	MINOXIDIL
NABAC 25 EC	HEXACHLOROPHENE
CONCENTRAID	DESMOPRESSIN
FLUNITRAZEPAMUM [INN-LATIN]	FLUNITRAZEPAM
DL-TROPYL TROPATE	ATROPINE
2-AMINOPENTANEDIOIC ACID	L-GLUTAMIC ACID
KANAMYCIN BASE	KANAMYCIN
P-SULFAMIDOANILINE	SULFANILAMIDE
BISMUTH OXYSALICYLATE	BISMUTH SUBSALICYLATE
THIOPENTAL	THIOPENTAL
AZOBUTYL	PHENYLBUTAZONE
DI-HYDAN	PHENYTOIN
PRINIVIL	LISINOPRIL
BILIGRAFIN	IODIPAMIDE
ISOBICINA	ISONIAZID
VEGFRU MALATOX	MALATHION
LEVO-T	LEVOTHYROXINE
GEMFIBROMAX	GEMFIBROZIL
NAMENDA	MEMANTINE
INNOFEM	ESTRADIOL
ANDROCUR	CYPROTERONE
PLACIDYL	ETHCHLORVYNOL
SEPTRA	TRIMETHOPRIM
NICOSAN 3	NIACIN
PK-MERZ	AMANTADINE
FEEN-A-MINT LAXATIVE MINTS	PHENOLPHTHALEIN
7-BROMO-5-(2-PYRIDYL)-3H-1,4-BENZODIAZEPIN-2(1H)-ONE	BROMAZEPAM
NO-SPA	DROTAVERINE
SULFACOMBIN	SULFADIAZINE
OMNIDERM	FLUOCINOLONE ACETONIDE
FIBRATOL	GEMFIBROZIL
SOLIAN	AMISULPRIDE
NOEX	BUDESONIDE
FEMESTRONE INJECTION	ESTRONE
METHYLERGOMETRIN	METHYLERGONOVINE
CRISTERONA T	TESTOSTERONE
DEPOT-MEDROXYPROGESTERONE ACETATE	MEDROXYPROGESTERONE
DUROMINE	PHENTERMINE
FURSEMID	FUROSEMIDE
NEARGAL	DIPHENYLPYRALINE
PIPOXICAM	PIROXICAM
ETANAUTINE	DIPHENHYDRAMINE
WURMIRAZIN	PIPERAZINE
CEFOTAXIME	CEFOTAXIME
METOCLOPRAMIDE HCL	METOCLOPRAMIDE
CYSTIT	NITROFURANTOIN
TRIFUROX	FURAZOLIDONE
EXOFENE	HEXACHLOROPHENE
(2S)-N-METHYL-1-PHENYLPROPAN-2-AMINE	METHAMPHETAMINE
GW 572016	LAPATINIB
TANDERIL	OXYPHENBUTAZONE
VALRUBICIN	VALRUBICIN
ISOTEBE	ISONIAZID
LIDODERM	LIDOCAINE
BENDROFLUMETHAZIDE	BENDROFLUMETHIAZIDE
ERGORONE	ERGOCALCIFEROL
IUDR	IDOXURIDINE
STEPRONINUM [INN-LATIN]	STEPRONIN
AKILEN	OFLOXACIN
DB-RETARD	PHENFORMIN
NITRIC OXIDE 10% BY VOLUME OR MORE	NITRIC OXIDE
INTRAZONE	PHENYLBUTAZONE
PYKNOLEPSINUM	ETHOSUXIMIDE
BONITON	ADENOSINE
DL-FELODIPINE	FELODIPINE
CORTALONE	PREDNISOLONE
IL-1RN	ANAKINRA
BIPIQUIN	CHLOROQUINE
LEPINALETTEN	PHENOBARBITAL
IL-1RA	ANAKINRA
CITROVORUM FACTOR	LEUCOVORIN
SULFISOXASOLE	SULFISOXAZOLE
CODECHINE	LINDANE
RIBOFLAVINA [INN-SPANISH]	RIBOFLAVIN
APO-TIAPROFENIC TABLETS	TIAPROFENIC ACID
YAMARIN	FAMOTIDINE
LIQUACILLIN	PENICILLIN G
TINACTIN POWDER	TOLNAFTATE
FASCOL	HEXACHLOROPHENE
HEPARIN LOCK FLUSH	HEPARIN
DIPHENHYDRAMINE	DIPHENHYDRAMINE
ANTIVERT/25	MECLIZINE
ANAPROTIN	DIHYDROTESTOSTERONE
VIREAD	TENOFOVIR
CARBOQUONE	CISPLATIN
LESACIN	LEVOFLOXACIN
TEMAZ	TEMAZEPAM
LEONAL	PHENOBARBITAL
PYRIDOSTIGMINE BROMINE	PYRIDOSTIGMINE
SECURON	VERAPAMIL
ALIDINE	ANILERIDINE
MONARCH	ALLOPURINOL
ACITRETIN	ACITRETIN
SANDO-K	POTASSIUM CHLORIDE
O-METHYLDIPHENHYDRAMINE	ORPHENADRINE
ATARS	VITAMIN A
ADOBACILLIN	AMPICILLIN
OXYBUTYNIN TOPICAL GEL	OXYBUTYNIN
ATARA	HYDROXYZINE
MGA	MEGESTROL
GESTANOL	ALLYLESTRENOL
RIDAZIN	THIORIDAZINE
GESTANON	ALLYLESTRENOL
GLIDIAZINE	GLYCODIAZINE
STI-571	IMATINIB
PLATINOL-AQ	CISPLATIN
FORENOL	NIFLUMIC ACID
BUTOCONAZOL [INN-SPANISH]	BUTOCONAZOLE
ENDONE	OXYCODONE
DOGMATYL	SULPIRIDE
(-)-HEROIN HYDROCHLORIDE	MORPHINE
TUTTOMYCIN	NEOMYCIN
SESAVAL	NORTRIPTYLINE
PRITOR	TELMISARTAN
COHYDRINE	DIHYDROCODEINE
(+-)-DIETHYL (1-(3-(2-CHLOROETHYL)-3-NITROSOUREIDO)ETHYL)PHOSPHONATE	FOTEMUSTINE
STREPTAGOL	SULFANILAMIDE
PHENOL	PHENOL
LINCOLCINA	LINCOMYCIN
LIXAMINOL	AMINOPHYLLINE
NEBIVOLOL	NEBIVOLOL
MOMETASONE FUROATE	MOMETASONE
APTIVUS	TIPRANAVIR
METHERGINE	METHYLERGONOVINE
DESERNIL	METHYSERGIDE
O-(2-NAPHTHYL) METHYL(3-METHYLPHENYL)THIOCARBAMATE	TOLNAFTATE
ADVATE	ANTIHEMOPHILIC FACTOR
LEXOTAN	BROMAZEPAM
11BETA-HYDROXYCORTISONE	HYDROCORTISONE
PREVEON	ADEFOVIR DIPIVOXIL
CLORAZEPATE	CLORAZEPATE
METHADOSE	METHADONE
FORTUSS	DIHYDROCODEINE
TRIHEXYLPHENIDYL	TRIHEXYPHENIDYL
CLORMETAZON	CHLORMEZANONE
IOPIDINE	APRACLONIDINE
DANTROLENUM [INN-LATIN]	DANTROLENE
ISONICOTINYL HYDRAZIDE	ISONIAZID
CODIAZINE	SULFADIAZINE
AUREOMYKOIN	LYMECYCLINE
NIZATIDINA [SPANISH]	NIZATIDINE
VAPREOTIDE ACETATE	VAPREOTIDE
STARIL	FOSINOPRIL
ANASTROLE	ANASTROZOLE
(-)-HYOSCINE	SCOPOLAMINE
DIUCICLIN	DEMECLOCYCLINE
VASOPRESSIN	VASOPRESSIN
GYN-HYDRALIN	GLYCINE
UROBENYL	ALLOPURINOL
ALPHA;-METHOXYMITOSANE	MITOMYCIN
DILPRAL	DILTIAZEM
OCU-TROPINE	ATROPINE
ROBICILLIN	PENICILLIN V
TRIMYSTEN	CLOTRIMAZOLE
4-(2-PYRIDINYLSULFONYL)ANILINE	SULFAPYRIDINE
TENOXICAM	TENOXICAM
GLIMEPIRIDA	GLIMEPIRIDE
GLIMEPIRIDE	GLIMEPIRIDE
BELDIN	DIPHENHYDRAMINE
ASCLERA	POLIDOCANOL
FINGOLIMOD HCL	FINGOLIMOD
GLYMIDINE	GLYCODIAZINE
CONZIP	TRAMADOL
THEOPHYLLINE-SR	THEOPHYLLINE
LASOPROL	LANSOPRAZOLE
ISOCID	ISONIAZID
MYCIFRADIN	NEOMYCIN
ERYCIN	ERYTHROMYCIN
INCB424	RUXOLITINIB
KORODIL	ISOSORBIDE DINITRATE
SKLERO-TABLINEN	CLOFIBRATE
GALSULFASE	GALSULFASE
GUAIPHENESIN	GUAIFENESIN
NITROFURANTOIN	NITROFURANTOIN
STERIDO	CHLORHEXIDINE
BENYLIN DECONGESTANT	PSEUDOEPHEDRINE
TRALGON	ACETAMINOPHEN
FLUVOXAMINUM [INN-LATIN]	FLUVOXAMINE
THIAMINE HCL	THIAMINE
PROVENTIL HFA	SALBUTAMOL
ARGICILLIN	OXYPHENONIUM
ZOL	ZOLEDRONATE
PENTAMIDINE	PENTAMIDINE
CHLORPROTIXINE	CHLORPROTHIXENE
DIASTYL	DIETHYLSTILBESTROL
SPEED	METHAMPHETAMINE
NEW-ESTRANOL 1	DIETHYLSTILBESTROL
DEPIGMAN	MONOBENZONE
AEGR-773	LOMITAPIDE
FENYTOIN DAK	PHENYTOIN
TRACLEER	BOSENTAN
ALUPRAM	DIAZEPAM
PROXIMETACAINUM	PROPARACAINE
TICARCILLIN	TICARCILLIN
TACHIONIN	TRICHLORMETHIAZIDE
ACEPRAMINE	AMINOCAPROIC ACID
DARUNAVIRUM [INN-LATIN]	DARUNAVIR
AGLICID	TOLBUTAMIDE
CITOPAM	CITALOPRAM
TESAMORELIN ACETATE	TESAMORELIN
CITOPAN	HEXOBARBITAL
METHYLERGOBASINE	METHYLERGONOVINE
SEDONAL	PHENOBARBITAL
PROSTAGLANDIN F2A TROMETHAMINE	DINOPROST TROMETHAMINE
DARAPRAM	PYRIMETHAMINE
HYPERNEPHRIN	EPINEPHRINE
ETHINYLESTRIOL	ETHINYL ESTRADIOL
EPINEFRINA [INN-SPANISH]	EPINEPHRINE
REKAWAN RETARD	POTASSIUM CHLORIDE
DEFEROXAMINE B	DEFEROXAMINE
MEBROIN	METHYLPHENOBARBITAL
PHENOPENICILLIN	PENICILLIN V
NUFAROL	SULPIRIDE
MIRTAZEPINE	MIRTAZAPINE
NATRIURETIC PEPTIDES B	NESIRITIDE
AMOLIN	AMOXICILLIN
DECASONE	DEXAMETHASONE
PHENADONE	METHADONE
HISTABUTIZINE	BUCLIZINE
NATAMYCIN	NATAMYCIN
IODODEOXYRIDINE	IDOXURIDINE
SOMOPHYLLIN O	AMINOPHYLLINE
OLIPREVIN	PRAVASTATIN
SOMOPHYLLIN T	THEOPHYLLINE
REOSTRAL	MEPROBAMATE
LAUDACON	HYDROMORPHONE
ALA-QUIN	CLIOQUINOL
ERYTHRITOL TETRANITRATE	ERYTHRITYL TETRANITRATE
BOTULINUM TOXIN TYPE A	BOTULINUM TOXIN TYPE A
LACTISONA	HYDROCORTISONE
ELPI	CLOFIBRATE
OCID	OMEPRAZOLE
KYSELINA SALICYLOVA	SALICYCLIC ACID
CHLORTRIANISENE	CHLOROTRIANISENE
GENLIP	GEMFIBROZIL
CARDITIN	PRENYLAMINE
TADANAFIL	TADALAFIL
IODOCHLOROQUINE	CLIOQUINOL
TASIGNA	NILOTINIB
NITAN	PEMOLINE
ARIFON	INDAPAMIDE
MAXALT MLT	RIZATRIPTAN
KOLANTYL HYDROCHLORIDE	DICYCLOMINE
LEVOCABASTINUM [LATIN]	LEVOCABASTINE
MILNACIPRAN	MILNACIPRAN
OXYCODEINONE	OXYCODONE
ACTRON	KETOPROFEN
OMEPRAL	OMEPRAZOLE
ATENOL GENERICON	ATENOLOL
TERNADIN	TERFENADINE
T-CYPIONATE	TESTOSTERONE
XYREM	GAMMA HYDROXYBUTYRIC ACID
IDROSSICARBAMIDE [DCIT]	HYDROXYUREA
LACTOBENE	RIBOFLAVIN
CATAPRESSAN	CLONIDINE
ULCERAL	OMEPRAZOLE
PSI-EPHEDRINE	PSEUDOEPHEDRINE
TICARCILLINUM [INN-LATIN]	TICARCILLIN
TREXALL	METHOTREXATE
CLAFEN	CYCLOPHOSPHAMIDE
TUAREG	RESCINNAMINE
DIPHTHERIA TOXIN PRECURSOR	DENILEUKIN DIFTITOX
OLANZAPINE	OLANZAPINE
TRIMEKS	METRONIDAZOLE
AMOKIN	CHLOROQUINE
BENZOXALE	TRIPELENNAMINE
CLENBUTEROL	CLENBUTEROL
METHSUXIMIDE	METHSUXIMIDE
RENASUL	SULFAMETHIZOLE
DIMELOR	ACETOHEXAMIDE
TETRAHYDROAMINOCRINE	TACRINE
NITROSTAT	NITROGLYCERIN
ASPARTATE	L-ASPARTIC ACID
ISONIDRIN	ISONIAZID
TESTOPEL PELLETS	TESTOSTERONE
NITROFURANE	NITROFURAZONE
SYNDOPA	LEVODOPA
DEKORTIN	PREDNISONE
MIPOMERSEN	MIPOMERSEN
ISOAMYNE	AMPHETAMINE
MELLARIL HYDROCHLORIDE	THIORIDAZINE
PRATICEF	CEFONICID
KLOFIBRAT	CLOFIBRATE
WATER, 95%	ETHANOL
NEO-FRADIN	NEOMYCIN
PRAMIEL	METOCLOPRAMIDE
AVANZA	MIRTAZAPINE
DICLOFENAMIDE	DICHLORPHENAMIDE
PILOKARPIN	PILOCARPINE
MYOTROL	ORPHENADRINE
OXYTETRACYCLINE	OXYTETRACYCLINE
VUMON	TENIPOSIDE
APO-CHLORDIAZEPOXIDE	CHLORDIAZEPOXIDE
TEMAFLOXACINUM [LATIN]	TEMAFLOXACIN
COPTICIDE	SULFANILAMIDE
DEXINORAL	DEXAMETHASONE
NITROERYTHROL	ERYTHRITYL TETRANITRATE
ROYDAN	DANTRON
MUPIROCINE	MUPIROCIN
NEULASTA (AMGEN INC.)	PEGFILGRASTIM
OESTRONE SULPHATE	CONJUGATED ESTROGENS
ENDIEMALUM	METHARBITAL
DEXTELAN	DEXAMETHASONE
PROCHLORPEMAZINE	PROCHLORPERAZINE
FAUSTAN	DIAZEPAM
PERIDOL	HALOPERIDOL
THYMIDAZOLE	METHIMAZOLE
ANTI-PELLAGRA VITAMIN	NIACIN
ZOMIG	ZOLMITRIPTAN
QUANIL	MEPROBAMATE
L-GLUTAMINIC ACID	L-GLUTAMIC ACID
EZG	EZOGABINE
TILADE	NEDOCROMIL
ELGAM	OMEPRAZOLE
TRAVIN	BUSPIRONE
COMITOINA	PHENYTOIN
LOCHOLEST	CHOLESTYRAMINE
MALACID	PYRIMETHAMINE
UNISULF	SULFISOXAZOLE
MIRTAZ	MIRTAZAPINE
VOLITAL	PEMOLINE
POTASSIUM ALLOY	POTASSIUM
EMEDASTINE DIFUMARATE	EMEDASTINE
MANSIL	OXAMNIQUINE
INFLIXIMAB	INFLIXIMAB
I-123 MIBG	IOBENGUANE
ED-IN-SOL	IRON
LISKANTIN	PRIMIDONE
RETROVIR	ZIDOVUDINE
HYDROXYCORTISONE	HYDROCORTISONE
DIHEMATOPORPHYRIN ETHER	PORFIMER
SPIROCORT	BUDESONIDE
DIBENDRIN	DIPHENHYDRAMINE
SALIGEL	SALICYCLIC ACID
OESTROMENSYL	DIETHYLSTILBESTROL
CIPRO XR	CIPROFLOXACIN
DIADRIL	MECLIZINE
HEROIN	HEROIN
PHENPROCOUMONE	PHENPROCOUMON
CIPRO XL	CIPROFLOXACIN
GADOVERSETAMIDE [USAN:INN:BAN]	GADOVERSETAMIDE
ANTIZID	NIZATIDINE
BLOCADREN	TIMOLOL
FABRAZYME	AGALSIDASE BETA
SURLID	ROXITHROMYCIN
IMMU-4	ARCITUMOMAB
RHODINE	ACETYLSALICYLIC ACID
CLONIDINE	CLONIDINE
TRIFLURIDINE [USAN:INN]	TRIFLURIDINE
MERIBIN	BIOTIN
SEDIZORIN	PHENOBARBITAL
MIELUCIN	BUSULFAN
VIGAMOX	MOXIFLOXACIN
TRICORON	FURAZOLIDONE
ULTIVA	REMIFENTANIL
TOPOTECAN LACTONE	TOPOTECAN
HOMATROPINE METHYLBROMIDE	HOMATROPINE METHYLBROMIDE
NARCANTI	NALOXONE
SULFSTAT	SULFAMETHIZOLE
PRODICTAZIN	ETHOPROPAZINE
GUAYANESIN	GUAIFENESIN
POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
BARBINAL	PHENOBARBITAL
ZOOFURIN	NITROFURANTOIN
RICKETON	CHOLECALCIFEROL
PERTRANQUIL	MEPROBAMATE
CALCIUM CHLORIDE ANHYDROUS	CALCIUM CHLORIDE
RESCITENS	RESCINNAMINE
SCORBU-C	VITAMIN C
NORANAT	INDAPAMIDE
SULAMETHIZOLE	SULFAMETHIZOLE
NEBRAMYCIN	TOBRAMYCIN
DISPROL	ACETAMINOPHEN
TRUPHYLLINE	AMINOPHYLLINE
E7389	ERIBULIN
JUSTON-WIRKSTOFF	PEMOLINE
STAURODERM	FLURAZEPAM
PREDNI-SEDIV	THALIDOMIDE
CARBAMOHYDROXIMIC ACID	HYDROXYUREA
LIMPIDON	CAMAZEPAM
VEETIDS '250'	PENICILLIN V
SEVELAMER	SEVELAMER
GAGEXYL	MEPROBAMATE
6-DEMETHYL-7-CHLOROTETRACYCLINE	DEMECLOCYCLINE
MITA	FUROSEMIDE
OESTRONUM	ESTRONE
SCOPOLIA EXTRACT	HYOSCYAMINE
ALTRETAMINE	ALTRETAMINE
IDURSULFASE	IDURSULFASE
LOVALIP	LOVASTATIN
CHLOROTHIAZIDE	CHLOROTHIAZIDE
CAPROMAB PENDETIDE	CAPROMAB
NORETHINDRONE NORETHISTERONE	NORETHINDRONE
THEOCIN	THEOPHYLLINE
DIBENZYLINE HYDROCHLORIDE	PHENOXYBENZAMINE
NAPHURIDE	SURAMIN
TACRINE	TACRINE
REMULAR	CHLORZOXAZONE
ANOREXINE	AMPHETAMINE
TRI-SPAN	TRIAMTERENE
HEMATROL	MEDROXYPROGESTERONE
MERGEXIN	OFLOXACIN
6-MERCAPTO-2-AMINOPURINE	THIOGUANINE
CECLOR	CEFACLOR
TIMOCORT	HYDROCORTISONE
GEMFIBRIL	GEMFIBROZIL
OXCORD	NIFEDIPINE
AFTATE FOR ATHLETE'S FOOT GEL	TOLNAFTATE
EKAGOM TETDS	DISULFIRAM
FLEXARTAL	CARISOPRODOL
OLEOVITAMIN D, SYNTHETIC	ERGOCALCIFEROL
URTIAS	ALLOPURINOL
FT 8	BENDROFLUMETHIAZIDE
4'-EPIDOXORUBICIN	EPIRUBICIN
CRONETAL	DISULFIRAM
FLODEMEX	OFLOXACIN
PARADIONE	PARAMETHADIONE
DURATER	FAMOTIDINE
PARAMORPHAN	HYDROMORPHONE
DICLOXACILLINUM [INN-LATIN]	DICLOXACILLIN
BIOSUPRESSIN	HYDROXYUREA
5-AMINOSALICYLATE	MESALAZINE
FOMEPIZOLE [USAN:INN]	FOMEPIZOLE
CALCIUM CHLORIDE FUSED	CALCIUM CHLORIDE
METROCORT	METHYLPREDNISOLONE
FURMID	FUROSEMIDE
UROLONG	NITROFURANTOIN
PRAZEENE	PRAZEPAM
NIFURAZOLIDONE	FURAZOLIDONE
ZAROXOLYN	METOLAZONE
LIPO-LEVAZINE	SULFADIAZINE
MYCELEX	CLOTRIMAZOLE
CORTIFOAM	HYDROCORTISONE
TRIPELENNAMINA	TRIPELENNAMINE
ASCOTOP	ZOLMITRIPTAN
MONODEMETHYLIMIPRAMINE	DESIPRAMINE
L-A-AMINOGLUTARIC ACID	L-GLUTAMIC ACID
ESTRAMUSTINE SODIUM PHOSPHATE	ESTRAMUSTINE
AMPYROX	METHYLSCOPOLAMINE
THYROTROPIC-RELEASING FACTOR	HYDROCORTISONE
CARECIN	CINNARIZINE
PROMPTONAL	PHENOBARBITAL
BRICAR	TERBUTALINE
DELTACORTISONE	PREDNISONE
DESITRIPTILINA	NORTRIPTYLINE
AMPIFARM	AMPICILLIN
L-(-)-TRYPTOPHAN	L-TRYPTOPHAN
ETHOTOINUM [INN-LATIN]	ETHOTOIN
CHLORMETHYLENECYCLINE	CLOMOCYCLINE
MERACTINOMYCIN	DACTINOMYCIN
GLUTACID	L-GLUTAMIC ACID
TOLVAPTAN	TOLVAPTAN
OLEOPHOSPHOTHION	MALATHION
CHININE	QUININE
PTI-821	OXYCODONE
GABAPETIN	GABAPENTIN
IODOCHLOROXINE	CLIOQUINOL
NITROFUR-C	NITROFURANTOIN
METAGLUCINA	ACETOHEXAMIDE
CUBICIN	DAPTOMYCIN
PEN-V	PENICILLIN V
RENABETIC	GLYBURIDE
ANSICED	BUSPIRONE
SULFAPHENYLPYRAZOL	SULFAPHENAZOLE
OUABAIN	OUABAIN
ALTI-BROMOCRIPTINE	BROMOCRIPTINE
ISOPROPYLNORADRENALINE	ISOPROTERENOL
PHENBUTAZONE	PHENYLBUTAZONE
SK-BAMATE	MEPROBAMATE
PHENATINE	PHENYTOIN
VINORELBINE DITARTRATE	VINORELBINE
CHAMPIONYL	SULPIRIDE
BESTASONE	FLUOCINONIDE
ANDANTON	ISOTHIPENDYL
PHENYLETHYL HYDRAZINE-HCL	PHENELZINE
SENTONIL	FENTANYL
RENOSTYPRICIN	EPINEPHRINE
PROPIOMAZINA [INN-SPANISH]	PROPIOMAZINE
BECLOMET	BECLOMETASONE DIPROPIONATE
L-(+)-ARGININE	L-ARGININE
VERADOL	NAPROXEN
)-HYOSCYAMINE	HYOSCYAMINE
SOLANTOIN	PHENYTOIN
ISOMETHEPTENE	ISOMETHEPTENE
PROLIXIN	FLUPHENAZINE
DEFERYPRON	DEFERIPRONE
LA III	DIAZEPAM
BREVITAL	METHOHEXITAL
VIRGINAN	MEQUITAZINE
DESENTOL	DIPHENHYDRAMINE
NALBUPHINE	NALBUPHINE
BETASYN	ATENOLOL
DIMERCAPROL	DIMERCAPROL
TAGAMET HB	CIMETIDINE
PAMACYL	AMINOSALICYLIC ACID
CANESTEN 3-DAY THERAPY	CLOTRIMAZOLE
ISODIENESTROL	DIENESTROL
BAMBUTEROL HYDROCHLORIDE	BAMBUTEROL
PA	PANCRELIPASE
PL	PYRIDOXAL
N-SULPHANILYLACETAMIDE	SULFACETAMIDE
CEMIDON	ISONIAZID
FTY720	FINGOLIMOD
LOZIDE	INDAPAMIDE
RIBOFLAVINE [INN-FRENCH]	RIBOFLAVIN
APO-DIPYRIDAMOLE FC	DIPYRIDAMOLE
VOLTAREN OPHTHA	DICLOFENAC
ORBICILINA	AMPICILLIN
SLOW-K	POTASSIUM CHLORIDE
JUSTAMIL	SULFAMOXOLE
ALCONEFRIN NASAL DROPS 50	PHENYLEPHRINE
TRAZODONUM [INN-LATIN]	TRAZODONE
AFAXIN	VITAMIN A
ADAFERIN	ADAPALENE
CALCIUM DISODIUM VERSENATE	EDETIC ACID
ANXIOLIT	OXAZEPAM
29B-[N6-(OXO-TETRADECY)-L-LYSINE]-(1A-21A),(1B-29B)-INSULIN (HUMAN)	INSULIN DETEMIR
TIMOPTOL	TIMOLOL
PREVACID IV	LANSOPRAZOLE
LIPOFREN	LOVASTATIN
BETADEXAMETHASONE	BETAMETHASONE
-AMIDE	L-GLUTAMINE
PECTOBLOC	PINDOLOL
DERMABET	BETAMETHASONE
FENYLEPSIN	PHENYTOIN
>	CALCITRIOL
DOXAPRAM	DOXAPRAM
IBIAMOX	AMOXICILLIN
MYGDALON	METOCLOPRAMIDE
SIGACORA	ISOSORBIDE MONONITRATE
MONOBENZYL ETHER OF HYDROQUINONE	MONOBENZONE
SULFANILIMIDIC ACID	SULFANILAMIDE
THIDICUR	SULFAMETHIZOLE
TETRACYCLINE	TETRACYCLINE
NOROCAINE	PROCAINE
IG GAMMA-2A CHAIN C REGION, MEMBRANE-BOUND FORM	IBRITUMOMAB
GASTROSED	HYOSCYAMINE
RG7204	VEMURAFENIB
CETEMICAN	VITAMIN C
DIURETICUM-HOLZINGER	ACETAZOLAMIDE
N-(ALPHA-(HYDROXYMETHYL)PROPYL)-1-METHYL-DEXTRO-LYSERGAMIDE	METHYSERGIDE
HEPATHROM	HEPARIN
LEVOMETHORPHAN	DEXTROMETHORPHAN
EPIHYDAN	PHENYTOIN
LEVULAN KERASTICK	AMINOLEVULINIC ACID
AMODIAQUINE USP24	AMODIAQUINE
FLUOVITIF	FLUOCINOLONE ACETONIDE
PIDORUBICINA [INN-SPANISH]	EPIRUBICIN
DICHLOROMETHANEDIPHOSPHONIC ACID	CLODRONATE
HISTAMINOS	ASTEMIZOLE
TRICHLOREX	TRICHLORMETHIAZIDE
TELESMIN	CARBAMAZEPINE
FLUOTHANE	HALOTHANE
